GUID,GEOGID,GEOGDESC,Reference Geography,ED_GUID,ED_ID_STR,ED_ENGLISH,ED_GAEILGE,ED_OFFICIAL,LEA_GUID,CSO_LEA,LEA_ID,LEA_OFFICIAL,LA_GUID,LOCAL_AUTHORITY,LA_CODE,COUNTY,CONTAE,PROVINCE,NUTS3,NUTS3_NAME,NUTS2,NUTS2_NAME,NUTS1,NUTS1_NAME,Total - Females (Normalisation) ,Total - Males (Normalisation),Total Population (Normalisation),Occupied (Normalisation),Temporarily absent (Normalisation),Unoccupied holiday homes (Normalisation),Other vacant dwellings (Normalisation),Total dwellings (Normalisation),AREA,Area unit of measure,Shape__Area,Shape__Length,GUID,Professional workers - Males,Managerial and technical - Males,Non-manual - Males,Skilled manual - Males,Semi-skilled - Males,Unskilled - Males,All others gainfully occupied and unknown - Males,Total - Males,Professional workers - Females,Managerial and technical - Females,Non-manual - Females,Skilled manual - Females,Semi-skilled - Females,Unskilled - Females,All others gainfully occupied and unknown - Females,Total - Females,Professional workers - Total,Managerial and technical - Total,Non-manual - Total,Skilled manual - Total,Semi-skilled - Total,Unskilled - Total,All others gainfully occupied and unknown - Total,Total,ObjectId
2ae19629-16f6-13a3-e055-000000000001,2ae19629-16f6-13a3-e055-000000000001,PORTLAOIGHISE URBAN,CSO ED-2022,2ae19629-16f6-13a3-e055-000000000001,107080,PORTLAOIGHISE URBAN,PORT LAOISE UIRBEACH,Y,2ae19629-3f00-13a3-e055-000000000001,PORTLAOISE,13100401,Y,2ae19629-148d-13a3-e055-000000000001,LAOIS COUNTY COUNCIL,LS,LAOIS,Laois,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,2012,1919,3931,1588,31,2,245,1866,2049000,Sq Metres,2048622.03207397,6965.57152685612,2ae19629-16f6-13a3-e055-000000000001,114,375,258,375,272,79,446,1919,97,479,394,187,268,76,511,2012,211,854,652,562,540,155,957,3931,31
2ae19629-16f8-13a3-e055-000000000001,2ae19629-16f8-13a3-e055-000000000001,RATHASPICK,CSO ED-2022,2ae19629-16f8-13a3-e055-000000000001,107082,RATHASPICK,RÁTH EASPAIG,Y,2ae19629-3f01-13a3-e055-000000000001,GRAIGUECULLEN-PORTARLINGTON,13100402,Y,2ae19629-148d-13a3-e055-000000000001,LAOIS COUNTY COUNCIL,LS,LAOIS,Laois,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,146,141,287,96,5,6,6,113,15315000,Sq Metres,15314708.1228638,21671.2287073311,2ae19629-16f8-13a3-e055-000000000001,10,50,17,27,15,5,17,141,16,56,23,13,14,3,21,146,26,106,40,40,29,8,38,287,32
2ae19629-16ff-13a3-e055-000000000001,2ae19629-16ff-13a3-e055-000000000001,SHRULE,CSO ED-2022,2ae19629-16ff-13a3-e055-000000000001,107090,SHRULE,SRUTHAIL,Y,2ae19629-3f01-13a3-e055-000000000001,GRAIGUECULLEN-PORTARLINGTON,13100402,Y,2ae19629-148d-13a3-e055-000000000001,LAOIS COUNTY COUNCIL,LS,LAOIS,Laois,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,154,162,316,104,1,0,11,116,12101000,Sq Metres,12101144.9535522,21699.1618787011,2ae19629-16ff-13a3-e055-000000000001,17,40,22,30,17,6,30,162,10,47,30,18,18,6,25,154,27,87,52,48,35,12,55,316,33
2ae19629-1705-13a3-e055-000000000001,2ae19629-1705-13a3-e055-000000000001,TRUMRA,CSO ED-2022,2ae19629-1705-13a3-e055-000000000001,107096,TRUMRA,TROMRÁTH,Y,2ae19629-3eff-13a3-e055-000000000001,BORRIS-IN-OSSORY-MOUNTMELLICK,13100400,Y,2ae19629-148d-13a3-e055-000000000001,LAOIS COUNTY COUNCIL,LS,LAOIS,Laois,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,132,152,284,90,0,3,14,107,16823000,Sq Metres,16822775.0810547,21223.3494402259,2ae19629-1705-13a3-e055-000000000001,17,58,16,25,15,8,13,152,8,65,18,10,18,3,10,132,25,123,34,35,33,11,23,284,34
2ae19629-1706-13a3-e055-000000000001,2ae19629-1706-13a3-e055-000000000001,TURRA,CSO ED-2022,2ae19629-1706-13a3-e055-000000000001,107097,TURRA,TEAMHAIR,Y,2ae19629-3f01-13a3-e055-000000000001,GRAIGUECULLEN-PORTARLINGTON,13100402,Y,2ae19629-148d-13a3-e055-000000000001,LAOIS COUNTY COUNCIL,LS,LAOIS,Laois,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,201,191,392,128,0,0,9,137,15873000,Sq Metres,15873439.7008362,19700.525818651,2ae19629-1706-13a3-e055-000000000001,14,54,29,46,15,13,20,191,12,90,37,18,19,1,24,201,26,144,66,64,34,14,44,392,35
2ae19629-1707-13a3-e055-000000000001,2ae19629-1707-13a3-e055-000000000001,VICARSTOWN,CSO ED-2022,2ae19629-1707-13a3-e055-000000000001,107098,VICARSTOWN,BAILE AN BHIOCÁIRE,Y,2ae19629-3f01-13a3-e055-000000000001,GRAIGUECULLEN-PORTARLINGTON,13100402,Y,2ae19629-148d-13a3-e055-000000000001,LAOIS COUNTY COUNCIL,LS,LAOIS,Laois,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,92,100,192,65,3,1,5,74,12485000,Sq Metres,12484507.9418945,19521.4225709472,2ae19629-1707-13a3-e055-000000000001,13,25,12,19,11,6,14,100,12,31,22,6,11,2,8,92,25,56,34,25,22,8,22,192,36
2ae19629-1708-13a3-e055-000000000001,2ae19629-1708-13a3-e055-000000000001,AGHACASHEL,CSO ED-2022,2ae19629-1708-13a3-e055-000000000001,117001,AGHACASHEL,ACHADH AN CHAISIL,Y,2ae19629-3f05-13a3-e055-000000000001,BALLINAMORE,13110401,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,41,41,82,30,1,6,8,45,10190000,Sq Metres,10189859.2704163,16639.9981151174,2ae19629-1708-13a3-e055-000000000001,2,15,7,8,0,7,2,41,2,17,14,3,3,0,2,41,4,32,21,11,3,7,4,82,37
2ae19629-170d-13a3-e055-000000000001,2ae19629-170d-13a3-e055-000000000001,ANNADUFF,CSO ED-2022,2ae19629-170d-13a3-e055-000000000001,117006,ANNADUFF,EANACH DUIBH,Y,2ae19629-3f06-13a3-e055-000000000001,CARRICK-ON-SHANNON,13110402,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,130,119,249,90,1,5,15,111,11946000,Sq Metres,11946238.2507324,17826.9706590426,2ae19629-170d-13a3-e055-000000000001,20,29,22,24,10,5,9,119,26,44,29,10,13,1,7,130,46,73,51,34,23,6,16,249,38
2ae19629-1714-13a3-e055-000000000001,2ae19629-1714-13a3-e055-000000000001,DRUMREILLY NORTH,CSO ED-2022,2ae19629-1714-13a3-e055-000000000001,117032,DRUMREILLY NORTH,DROIM OIRÍOLAIGH THUAIDH,Y,2ae19629-3f05-13a3-e055-000000000001,BALLINAMORE,13110401,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,93,85,178,70,0,25,11,106,12510000,Sq Metres,12509528.4379272,16852.2305465872,2ae19629-1714-13a3-e055-000000000001,6,35,17,16,2,4,5,85,8,28,22,17,5,1,12,93,14,63,39,33,7,5,17,178,39
2ae19629-1715-13a3-e055-000000000001,2ae19629-1715-13a3-e055-000000000001,DRUMREILLY SOUTH,CSO ED-2022,2ae19629-1715-13a3-e055-000000000001,117033,DRUMREILLY SOUTH,DROIM OIRÍOLAIGH THEAS,Y,2ae19629-3f05-13a3-e055-000000000001,BALLINAMORE,13110401,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,73,80,153,67,2,8,8,85,10765000,Sq Metres,10765000.9798584,18224.9187963082,2ae19629-1715-13a3-e055-000000000001,7,24,5,23,4,2,15,80,2,19,18,14,5,1,14,73,9,43,23,37,9,3,29,153,40
2ae19629-171b-13a3-e055-000000000001,2ae19629-171b-13a3-e055-000000000001,CASHEL,CSO ED-2022,2ae19629-171b-13a3-e055-000000000001,117018,CASHEL,AN CAISEAL,Y,2ae19629-3f06-13a3-e055-000000000001,CARRICK-ON-SHANNON,13110402,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,97,87,184,73,0,5,13,91,11422000,Sq Metres,11421610.4690552,18878.7754726556,2ae19629-171b-13a3-e055-000000000001,6,28,12,16,8,5,12,87,4,38,23,8,12,4,8,97,10,66,35,24,20,9,20,184,41
2ae19629-171c-13a3-e055-000000000001,2ae19629-171c-13a3-e055-000000000001,CASTLEFORE,CSO ED-2022,2ae19629-171c-13a3-e055-000000000001,117019,CASTLEFORE,BAILE CHOILLE FÓIR,Y,2ae19629-3f05-13a3-e055-000000000001,BALLINAMORE,13110401,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,121,116,237,89,1,16,24,130,14080000,Sq Metres,14080012.608429,21907.070767865,2ae19629-171c-13a3-e055-000000000001,4,35,20,29,13,9,6,116,14,38,29,21,11,2,6,121,18,73,49,50,24,11,12,237,42
2ae19629-171d-13a3-e055-000000000001,2ae19629-171d-13a3-e055-000000000001,CATTAN,CSO ED-2022,2ae19629-171d-13a3-e055-000000000001,117020,CATTAN,COTANN,Y,2ae19629-3f05-13a3-e055-000000000001,BALLINAMORE,13110401,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,138,131,269,102,0,13,22,137,16666000,Sq Metres,16666285.0558167,21399.3559188804,2ae19629-171d-13a3-e055-000000000001,7,52,9,32,9,3,19,131,7,66,25,15,9,1,15,138,14,118,34,47,18,4,34,269,43
2ae19629-1723-13a3-e055-000000000001,2ae19629-1723-13a3-e055-000000000001,CORRIGA,CSO ED-2022,2ae19629-1723-13a3-e055-000000000001,117026,CORRIGA,CARRAIGIGH,Y,2ae19629-3f05-13a3-e055-000000000001,BALLINAMORE,13110401,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,78,89,167,68,0,6,17,91,12376000,Sq Metres,12375973.7897949,18598.9189918424,2ae19629-1723-13a3-e055-000000000001,10,24,22,18,8,4,3,89,7,22,14,8,13,2,12,78,17,46,36,26,21,6,15,167,44
2ae19629-1729-13a3-e055-000000000001,2ae19629-1729-13a3-e055-000000000001,KESHCARRIGAN,CSO ED-2022,2ae19629-1729-13a3-e055-000000000001,117052,KESHCARRIGAN,CEIS CHARRAIGÍN,Y,2ae19629-3f05-13a3-e055-000000000001,BALLINAMORE,13110401,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,322,296,618,227,4,46,33,310,10429000,Sq Metres,10428999.5197144,21311.687249326,2ae19629-1729-13a3-e055-000000000001,15,85,36,49,34,9,68,296,12,104,69,14,35,5,83,322,27,189,105,63,69,14,151,618,45
2ae19629-172e-13a3-e055-000000000001,2ae19629-172e-13a3-e055-000000000001,FENAGH,CSO ED-2022,2ae19629-172e-13a3-e055-000000000001,117038,FENAGH,FÍONACH,Y,2ae19629-3f05-13a3-e055-000000000001,BALLINAMORE,13110401,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,187,182,369,142,2,13,40,197,15392000,Sq Metres,15392066.7281494,21744.7062988414,2ae19629-172e-13a3-e055-000000000001,19,55,31,47,13,6,11,182,14,74,52,11,23,3,10,187,33,129,83,58,36,9,21,369,46
2ae19629-1739-13a3-e055-000000000001,2ae19629-1739-13a3-e055-000000000001,KILLYGAR,CSO ED-2022,2ae19629-1739-13a3-e055-000000000001,117055,KILLYGAR,COILL AN GHAIRR,Y,2ae19629-3f05-13a3-e055-000000000001,BALLINAMORE,13110401,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,65,63,128,54,1,3,10,68,12646000,Sq Metres,12645787.9719543,21108.357049813,2ae19629-1739-13a3-e055-000000000001,7,19,6,17,8,0,6,63,4,23,7,14,5,0,12,65,11,42,13,31,13,0,18,128,47
2ae19629-173b-13a3-e055-000000000001,2ae19629-173b-13a3-e055-000000000001,OUGHTERAGH,CSO ED-2022,2ae19629-173b-13a3-e055-000000000001,117069,OUGHTERAGH,UACHTAR ACHAIDH,Y,2ae19629-3f05-13a3-e055-000000000001,BALLINAMORE,13110401,Y,2ae19629-148e-13a3-e055-000000000001,LEITRIM COUNTY COUNCIL,LM,LEITRIM,Liatroim,Connacht,IE041,Border,IE04,Northern and Western,IE0,Ireland,45,53,98,47,1,7,9,64,10789000,Sq Metres,10789237.2662964,19099.5455838481,2ae19629-173b-13a3-e055-000000000001,4,11,8,13,10,0,7,53,3,9,10,5,8,3,7,45,7,20,18,18,18,3,14,98,48
2ae19629-1752-13a3-e055-000000000001,2ae19629-1752-13a3-e055-000000000001,BALLINGARRY,CSO ED-2022,2ae19629-1752-13a3-e055-000000000001,127013,BALLINGARRY,BAILE AN GHARRAÍ,Y,2ae19629-3f08-13a3-e055-000000000001,ADARE-RATHKEALE,13120401,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,492,478,970,370,4,4,50,428,17659000,Sq Metres,17658877.6640015,21750.8308980246,2ae19629-1752-13a3-e055-000000000001,52,141,60,93,73,18,41,478,43,177,94,37,69,12,60,492,95,318,154,130,142,30,101,970,49
2ae19629-1757-13a3-e055-000000000001,2ae19629-1757-13a3-e055-000000000001,ABBEYFEALE,CSO ED-2022,2ae19629-1757-13a3-e055-000000000001,127001,ABBEYFEALE,MAINISTIR NA FÉILE,Y,2ae19629-3f07-13a3-e055-000000000001,NEWCASTLE WEST,13120400,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,1342,1287,2629,1079,12,13,205,1309,14861000,Sq Metres,14860587.1911926,21107.6670005341,2ae19629-1757-13a3-e055-000000000001,77,267,118,284,186,91,264,1287,71,349,209,145,188,63,317,1342,148,616,327,429,374,154,581,2629,50
2ae19629-1764-13a3-e055-000000000001,2ae19629-1764-13a3-e055-000000000001,CAHER,CSO ED-2022,2ae19629-1764-13a3-e055-000000000001,127034,CAHER,AN CHATHAIR,Y,2ae19629-3f07-13a3-e055-000000000001,NEWCASTLE WEST,13120400,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,201,199,400,136,7,6,23,172,13011000,Sq Metres,13011289.9176941,18162.2958308993,2ae19629-1764-13a3-e055-000000000001,10,54,31,45,31,8,20,199,9,76,33,18,29,7,29,201,19,130,64,63,60,15,49,400,51
2ae19629-176a-13a3-e055-000000000001,2ae19629-176a-13a3-e055-000000000001,BALLYLANDERS,CSO ED-2022,2ae19629-176a-13a3-e055-000000000001,127020,BALLYLANDERS,BAILE AN LONDRAIGH,Y,2ae19629-3f09-13a3-e055-000000000001,CAPPAMORE-KILMALLOCK,13120402,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,319,340,659,257,2,3,32,294,12527000,Sq Metres,12527253.6686401,18270.1359654565,2ae19629-176a-13a3-e055-000000000001,15,81,38,76,60,21,49,340,15,94,51,38,59,8,54,319,30,175,89,114,119,29,103,659,52
2ae19629-1773-13a3-e055-000000000001,2ae19629-1773-13a3-e055-000000000001,BOOLA,CSO ED-2022,2ae19629-1773-13a3-e055-000000000001,127029,BOOLA,AN BHUAILE,Y,2ae19629-3f07-13a3-e055-000000000001,NEWCASTLE WEST,13120400,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,67,75,142,49,1,0,11,61,10222000,Sq Metres,10221907.6192932,18895.8756054679,2ae19629-1773-13a3-e055-000000000001,3,29,14,14,7,1,7,75,2,36,12,9,4,0,4,67,5,65,26,23,11,1,11,142,53
2ae19629-1775-13a3-e055-000000000001,2ae19629-1775-13a3-e055-000000000001,CREAN,CSO ED-2022,2ae19629-1775-13a3-e055-000000000001,127051,CREAN,AN CRIÁN,Y,2ae19629-3f09-13a3-e055-000000000001,CAPPAMORE-KILMALLOCK,13120402,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,235,228,463,154,0,1,4,159,14510000,Sq Metres,14510180.430603,21684.6116145076,2ae19629-1775-13a3-e055-000000000001,23,57,22,23,15,18,70,228,18,72,38,12,19,11,65,235,41,129,60,35,34,29,135,463,54
2ae19629-177b-13a3-e055-000000000001,2ae19629-177b-13a3-e055-000000000001,DARRAGH,CSO ED-2022,2ae19629-177b-13a3-e055-000000000001,127057,DARRAGH,AN DAIRTHEACH,Y,2ae19629-3f09-13a3-e055-000000000001,CAPPAMORE-KILMALLOCK,13120402,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,171,204,375,131,0,8,12,151,18521000,Sq Metres,18520797.7155457,20164.9649341791,2ae19629-177b-13a3-e055-000000000001,17,56,25,53,25,8,20,204,9,69,45,16,19,2,11,171,26,125,70,69,44,10,31,375,55
2ae19629-177d-13a3-e055-000000000001,2ae19629-177d-13a3-e055-000000000001,CAHERELLY,CSO ED-2022,2ae19629-177d-13a3-e055-000000000001,127038,CAHERELLY,CATHAIR AILÍ,Y,2ae19629-3f09-13a3-e055-000000000001,CAPPAMORE-KILMALLOCK,13120402,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,189,199,388,117,2,1,8,128,11454000,Sq Metres,11454334.7404785,18310.1331129737,2ae19629-177d-13a3-e055-000000000001,27,61,29,38,24,4,16,199,21,57,48,11,26,2,24,189,48,118,77,49,50,6,40,388,56
2ae19629-177f-13a3-e055-000000000001,2ae19629-177f-13a3-e055-000000000001,CARRIG,CSO ED-2022,2ae19629-177f-13a3-e055-000000000001,127040,CARRIG,AN CHARRAIG,Y,2ae19629-3f0a-13a3-e055-000000000001,LIMERICK CITY WEST,13120420,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,323,335,658,214,3,0,6,223,18668000,Sq Metres,18668344.6752319,21324.8396628462,2ae19629-177f-13a3-e055-000000000001,46,123,35,69,30,16,16,335,40,113,75,40,20,10,25,323,86,236,110,109,50,26,41,658,57
2ae19629-1782-13a3-e055-000000000001,2ae19629-1782-13a3-e055-000000000001,CASTLETOWN,CSO ED-2022,2ae19629-1782-13a3-e055-000000000001,127043,CASTLETOWN,BAILE AN CHAISLEÁIN,Y,2ae19629-3f08-13a3-e055-000000000001,ADARE-RATHKEALE,13120401,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,233,227,460,175,2,2,18,197,21777000,Sq Metres,21776757.8527832,21326.5600993088,2ae19629-1782-13a3-e055-000000000001,31,68,36,33,39,8,12,227,20,92,57,8,32,7,17,233,51,160,93,41,71,15,29,460,58
2ae19629-1785-13a3-e055-000000000001,2ae19629-1785-13a3-e055-000000000001,CLONCAGH,CSO ED-2022,2ae19629-1785-13a3-e055-000000000001,127046,CLONCAGH,CLUAIN CATH,Y,2ae19629-3f07-13a3-e055-000000000001,NEWCASTLE WEST,13120400,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,175,178,353,110,4,0,14,128,16670000,Sq Metres,16670340.5752869,19091.3184253418,2ae19629-1785-13a3-e055-000000000001,24,65,16,44,13,4,12,178,20,65,37,20,20,3,10,175,44,130,53,64,33,7,22,353,59
2ae19629-178c-13a3-e055-000000000001,2ae19629-178c-13a3-e055-000000000001,GARRANE,CSO ED-2022,2ae19629-178c-13a3-e055-000000000001,127073,GARRANE,AN GARRÁN,Y,2ae19629-3f08-13a3-e055-000000000001,ADARE-RATHKEALE,13120401,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,158,159,317,108,3,0,4,115,11269000,Sq Metres,11269144.9901428,21148.2272348179,2ae19629-178c-13a3-e055-000000000001,23,40,23,38,19,6,10,159,19,46,36,19,19,2,17,158,42,86,59,57,38,8,27,317,60
2ae19629-17a2-13a3-e055-000000000001,2ae19629-17a2-13a3-e055-000000000001,KILGLASS,CSO ED-2022,2ae19629-17a2-13a3-e055-000000000001,127093,KILGLASS,AN CHOILL GHLAS,Y,2ae19629-3f09-13a3-e055-000000000001,CAPPAMORE-KILMALLOCK,13120402,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,155,160,315,120,0,1,7,128,12853000,Sq Metres,12853388.3134155,20291.0963612303,2ae19629-17a2-13a3-e055-000000000001,12,38,22,40,23,4,21,160,12,48,35,22,15,2,21,155,24,86,57,62,38,6,42,315,61
2ae19629-17a8-13a3-e055-000000000001,2ae19629-17a8-13a3-e055-000000000001,GRANGE,CSO ED-2022,2ae19629-17a8-13a3-e055-000000000001,127081,GRANGE,AN GHRÁINSIGH,Y,2ae19629-3f09-13a3-e055-000000000001,CAPPAMORE-KILMALLOCK,13120402,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,294,259,553,195,3,1,13,212,16356000,Sq Metres,16355718.2218628,20013.8435449875,2ae19629-17a8-13a3-e055-000000000001,40,83,27,62,29,5,13,259,25,122,65,25,37,1,19,294,65,205,92,87,66,6,32,553,62
2ae19629-17aa-13a3-e055-000000000001,2ae19629-17aa-13a3-e055-000000000001,GRISTON,CSO ED-2022,2ae19629-17aa-13a3-e055-000000000001,127083,GRISTON,BAILE NA GCRÍOSTÚNACH,Y,2ae19629-3f09-13a3-e055-000000000001,CAPPAMORE-KILMALLOCK,13120402,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,158,151,309,116,0,3,19,138,16106000,Sq Metres,16105662.8040466,21237.0031709744,2ae19629-17aa-13a3-e055-000000000001,11,41,21,40,22,6,10,151,6,53,42,16,20,2,19,158,17,94,63,56,42,8,29,309,63
2ae19629-17b6-13a3-e055-000000000001,2ae19629-17b6-13a3-e055-000000000001,NEWCASTLE URBAN,CSO ED-2022,2ae19629-17b6-13a3-e055-000000000001,127116,NEWCASTLE URBAN,AN CAISLEÁN NUA (UIRBEACH),Y,2ae19629-3f07-13a3-e055-000000000001,NEWCASTLE WEST,13120400,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,2851,2751,5602,2119,40,19,249,2427,3187000,Sq Metres,3186767.04281616,9158.15447374245,2ae19629-17b6-13a3-e055-000000000001,158,576,316,598,423,138,542,2751,104,765,496,278,418,118,672,2851,262,1341,812,876,841,256,1214,5602,64
2ae19629-17bc-13a3-e055-000000000001,2ae19629-17bc-13a3-e055-000000000001,KNOCKADERRY,CSO ED-2022,2ae19629-17bc-13a3-e055-000000000001,127101,KNOCKADERRY,CNOC AN DOIRE,Y,2ae19629-3f07-13a3-e055-000000000001,NEWCASTLE WEST,13120400,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,267,274,541,176,5,3,16,200,15015000,Sq Metres,15015496.3217773,20933.8452607247,2ae19629-17bc-13a3-e055-000000000001,24,89,37,51,37,7,29,274,14,106,66,18,29,5,29,267,38,195,103,69,66,12,58,541,65
2ae19629-17bf-13a3-e055-000000000001,2ae19629-17bf-13a3-e055-000000000001,KNOCKNASCROW,CSO ED-2022,2ae19629-17bf-13a3-e055-000000000001,127104,KNOCKNASCROW,CNOC NA SRÚIBHE,Y,2ae19629-3f09-13a3-e055-000000000001,CAPPAMORE-KILMALLOCK,13120402,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,121,120,241,76,1,0,2,79,14202000,Sq Metres,14201562.1656494,19993.4286947476,2ae19629-17bf-13a3-e055-000000000001,20,36,9,24,20,1,10,120,13,41,12,23,18,1,13,121,33,77,21,47,38,2,23,241,66
2ae19629-17c0-13a3-e055-000000000001,2ae19629-17c0-13a3-e055-000000000001,LIMERICK NORTH RURAL,CSO ED-2022,2ae19629-17c0-13a3-e055-000000000001,127105,LIMERICK NORTH RURAL,LUIMNEACH THUAIDH (TUATH),Y,2ae19629-3f0b-13a3-e055-000000000001,LIMERICK CITY NORTH,13120421,Y,2ae19629-148f-13a3-e055-000000000001,LIMERICK CITY AND COUNTY COUNCIL,LK,LIMERICK,Luimneach,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,3773,3591,7364,2816,68,7,154,3045,9964000,Sq Metres,9964175.62835693,15755.4665757621,2ae19629-17c0-13a3-e055-000000000001,309,758,538,567,467,96,856,3591,240,918,854,285,413,75,988,3773,549,1676,1392,852,880,171,1844,7364,67
